PermitType,PermitNum,Description,StatusCurrent,AppliedDate,CompletedDate,Applicant,FromLUD,ProposedLUD,Address,LocationAddresses,LocationCount,Latitude,Longitude,multipoint
LU / OP / Closure (LOC),LOC1999-0138,Converted Job - Land Use Amendment,Approved,1999/11/23,2000/04/10,,,,1008 14 ST SE,1008 14 ST SE,1,51.03808110898336,-114.0298168263435,MULTIPOINT ((-114.029816826343 51.038081108983))
LU / OP / Closure (LOC),LOC1999-0144,Converted Job - Land Use Amendment,Approved,1999/12/09,2000/07/03,,,,105 ANATAPI LN SW,105 ANATAPI LN SW,1,51.03131473245999,-114.22261450401932,MULTIPOINT ((-114.222614504019 51.03131473246))
LU / OP / Closure (LOC),LOC2000-0001,Converted Job - Land Use Amendment,Approved,2000/01/05,2000/06/19,,,,1888 SIGNATURE PA SW,1888 SIGNATURE PA SW,1,51.037154803380105,-114.16673010310524,MULTIPOINT ((-114.166730103105 51.03715480338))
LU / OP / Closure (LOC),LOC2006-0136,Land Use Amendment - to accommodate high density residential with live/work and commercial at grade,Approved,2006/11/27,2007/06/29,BROWN & ASSOCIATES PLANNING GROUP,,,1111 10 ST SW,1104 12 AV SW;1110 12 AV SW;1112 12 AV SW;1114 12 AV SW;1111 10 ST SW;1113 10 ST SW,6,51.042188604254015,-114.08666055584132,"MULTIPOINT ((-114.086660555841 51.042188604254), (-114.086912529943 51.042197595675), (-114.087184972082 51.042216873528), (-114.087289989435 51.04222100234), (-114.086605305034 51.042497811317), (-114.086601568148 51.042420906872))"
LU / OP / Closure (LOC),LOC2000-0024,Converted Job - Land Use Amendment,Approved,2000/02/29,2000/07/17,,,,9050 OLD BANFF COACH RD SW,9050 OLD BANFF COACH RD SW,1,51.06712459422726,-114.22130059727881,MULTIPOINT ((-114.221300597279 51.067124594227))
LU / OP / Closure (LOC),LOC2000-0027,Converted Job - Land Use Amendment,Approved,2000/03/06,2002/09/16,,,,14441 BANNISTER RD SE,14441 BANNISTER RD SE,1,50.92480968633169,-114.07029186382391,MULTIPOINT ((-114.070291863824 50.924809686332))
LU / OP / Closure (LOC),LOC2000-0034,Converted Job - Land Use Amendment,Approved,2000/03/22,2000/11/06,,,,723 46 AV SE,723 46 AV SE,1,51.01110079608861,-114.04678733421424,MULTIPOINT ((-114.046787334214 51.011100796089))
LU / OP / Closure (LOC),LOC2000-0042,Converted Job - Land Use Amendment,Approved,2000/04/07,2000/06/19,,,,3320 17 AV SW,3320 17 AV SW,1,51.037970440853684,-114.1351591140719,MULTIPOINT ((-114.135159114072 51.037970440854))
LU / OP / Closure (LOC),LOC2000-0043,Converted Job - Land Use Amendment,Approved,2000/04/10,2000/11/06,,,,8818 MACLEOD TR SE,8818 MACLEOD TR SE,1,50.97552251519346,-114.07110307741439,MULTIPOINT ((-114.071103077414 50.975522515193))
LU / OP / Closure (LOC),LOC2000-0046,Converted Job - Land Use Amendment,Approved,2000/04/13,2000/07/17,,,,2022 CANYON MEADOWS DR SE,2022 CANYON MEADOWS DR SE,1,50.93248632949081,-114.01606224616624,MULTIPOINT ((-114.016062246166 50.932486329491))
LU / OP / Closure (LOC),LOC2000-0052,Converted Job - Land Use Amendment,Approved,2000/05/03,2001/03/23,,,,15021 56 ST SE,15021 56 ST SE,1,50.92055413528869,-113.96406431367495,MULTIPOINT ((-113.964064313675 50.920554135289))
LU / OP / Closure (LOC),LOC2000-0061,Converted Job - Land Use Amendment,Approved,2000/05/26,2000/07/24,,,,2020 32 AV NE,2020 32 AV NE,1,51.0816721114385,-114.00847300374721,MULTIPOINT ((-114.008473003747 51.081672111439))
LU / OP / Closure (LOC),LOC2000-0072,Converted Job - Land Use Amendment,Approved,2000/06/29,2000/12/04,,,,1209 5 AV NW,1209 5 AV NW,1,51.056968137982516,-114.09089934497278,MULTIPOINT ((-114.090899344973 51.056968137983))
LU / OP / Closure (LOC),LOC2000-0074,Converted Job - Land Use Amendment,Approved,2000/07/13,2000/12/04,,,,7275 ELKTON DR SW,7275 ELKTON DR SW,1,51.02317921421503,-114.19233878664245,MULTIPOINT ((-114.192338786642 51.023179214215))
LU / OP / Closure (LOC),LOC2000-0075,Converted Job - Land Use Amendment,Approved,2000/07/12,2000/11/06,,,,7275 ELKTON DR SW,7275 ELKTON DR SW,1,51.02317921421503,-114.19233878664245,MULTIPOINT ((-114.192338786642 51.023179214215))
LU / OP / Closure (LOC),LOC2000-0076,Converted Job - Land Use Amendment,Cancelled,2000/07/18,2003/11/13,,,,6320 68 ST SE,6320 68 ST SE,1,50.99771979156137,-113.934988904782,MULTIPOINT ((-113.934988904782 50.997719791561))
LU / OP / Closure (LOC),LOC2000-0078,Converted Job - Land Use Amendment,Cancelled,2000/07/31,2001/12/11,,,,2015 60 ST SE,2015 60 ST SE,1,51.035176982543454,-113.94709776624559,MULTIPOINT ((-113.947097766246 51.035176982543))
LU / OP / Closure (LOC),LOC2000-0105,Converted Job - Land Use Amendment,Approved,2000/09/28,2002/04/15,,,,13888 69 ST NW,13888 69 ST NW,1,51.17780455016101,-114.18749292370002,MULTIPOINT ((-114.1874929237 51.177804550161))
LU / OP / Closure (LOC),LOC2000-0130,Converted Job - Land Use Amendment,Cancelled,2000/12/21,2001/12/05,,,,34 NEW ST SE,34 NEW ST SE,1,51.04162778226291,-114.02838971311463,MULTIPOINT ((-114.028389713115 51.041627782263))
LU / OP / Closure (LOC),LOC2001-0002,Land Use Amendment and Road Closure,Approved,2001/10/01,2002/02/25,URBAN SYSTEMS,,,18414 BOW BOTTOM TR SE,18414 BOW BOTTOM TR SE,1,50.881319524978004,-114.01067114662976,MULTIPOINT ((-114.01067114663 50.881319524978))
LU / OP / Closure (LOC),LOC2001-0004-MF,Converted Job - Land Use Amendment,Approved,2001/01/15,2001/05/07,,,,1700 16 AV NE,1700 16 AV NE,1,51.067924417507,-114.02030475237089,MULTIPOINT ((-114.020304752371 51.067924417507))
LU / OP / Closure (LOC),LOC2001-0005,Land Use Amendment,Approved,2001/10/04,2002/04/30,CITY OF CALGARY DEVELOPMENT AND BUILDING APPROVALS,,,599 NORTHMOUNT DR NW,599 NORTHMOUNT DR NW,1,51.08711420967289,-114.08784340802163,MULTIPOINT ((-114.087843408022 51.087114209673))
LU / OP / Closure (LOC),LOC2001-0010,Land Use Amendment,Approved,2001/10/24,2002/07/26,GIBBS GAGE ARCHITECTS,,,747 LAKE BONAVISTA DR SE,747 LAKE BONAVISTA DR SE,1,50.94309813583112,-114.04867727116624,MULTIPOINT ((-114.048677271166 50.943098135831))
LU / OP / Closure (LOC),LOC2001-0013-MF,Converted Job - Land Use Amendment,Approved,2001/02/02,2001/12/10,,,,1607 90 AV SW,1607 90 AV SW,1,50.972088160680514,-114.09932473750956,MULTIPOINT ((-114.09932473751 50.972088160681))
LU / OP / Closure (LOC),LOC2005-0030,Land Use Amendment - to accommodate 2 Residential Apartment Towers and Townhouse Podium,Approved,2005/04/11,2006/02/14,NORR ARCHITECT PLANNERS,,,703 14 AV SW,703 14 AV SW;717 14 AV SW;715 14 AV SW;709 14 AV SW,4,51.039804256702965,-114.07711232390338,"MULTIPOINT ((-114.077112323903 51.039804256703), (-114.07779086625 51.039826074633), (-114.077628241281 51.039817741393), (-114.077399712939 51.039810737123))"
LU / OP / Closure (LOC),LOC2001-0019-MF,Converted Job - Land Use Amendment,Approved,2001/02/14,2001/09/10,,,,3596 44 AV SE,3596 44 AV SE,1,51.014213453310674,-113.98194967572931,MULTIPOINT ((-113.981949675729 51.014213453311))
LU / OP / Closure (LOC),LOC2001-0031,Land Use Amendment and Outline Plan,Approved,2001/12/11,2002/07/05,KELLAM BERG ENGINEERING & SURVEYS LTD,,,2015 60 ST SE,2015 60 ST SE,1,51.035176982543454,-113.94709776624559,MULTIPOINT ((-113.947097766246 51.035176982543))
LU / OP / Closure (LOC),LOC2003-0052,Land Use Amendment and Outline Plan and Road Closure,Approved,2003/04/11,2003/11/05,SOUTHWELL TRAPP & ASSOCIATES,,,15021 56 ST SE,15021 56 ST SE,1,50.90976288617362,-113.95256792698271,MULTIPOINT ((-113.952567926983 50.909762886174))
LU / OP / Closure (LOC),LOC2006-0065,Land Use Amendment - to accommodate mixed use development,Approved,2006/06/27,2010/07/07,,,,1920 36 AV SW,3504 19 ST SW;1920 36 AV SW;3512 19 ST SW,3,51.022974462199656,-114.10611466026423,"MULTIPOINT ((-114.106114660264 51.0229744622), (-114.105788175903 51.022148823041), (-114.106111278562 51.022598279347))"
LU / OP / Closure (LOC),LOC2007-0061,Land Use Amendment - to accommodate increased height for residential development and essential public services.,Approved,2007/05/28,2007/07/24,THE CITY OF CALGARY.,,,838 4 AV SW,838 4 AV SW;832 4 AV SW;314 8 ST SW;312 8 ST SW;830 4 AV SW;822 4 AV SW;828 4 AV SW;834 4 AV SW;836 4 AV SW,9,51.049959338891476,-114.08070846465965,"MULTIPOINT ((-114.08070846466 51.049959338891), (-114.080330997038 51.049949179831), (-114.080780970734 51.050162510564), (-114.08075699143 51.050250203936), (-114.08022229931 51.04994613505), (-114.079787508522 51.049933945926), (-114.080004903895 51.049940045185), (-114.080439694796 51.0499522335), (-114.080548392553 51.049955278079))"
LU / OP / Closure (LOC),LOC2001-0037-MF,Converted Job - Land Use Amendment,Approved,2001/04/03,2001/10/01,,,,8180 MACLEOD TR SE,8180 MACLEOD TR SE,1,50.98132867172515,-114.07092833352971,MULTIPOINT ((-114.07092833353 50.981328671725))
LU / OP / Closure (LOC),LOC2002-0018,Land Use Amendment,Cancelled,2002/02/25,2007/09/02,ROFAMCO INVESTMENTS,,,329 23 AV SW,329 23 AV SW,1,51.03234315509612,-114.07063709382687,MULTIPOINT ((-114.070637093827 51.032343155096))
LU / OP / Closure (LOC),LOC2001-0050,Converted Job - Land Use Amendment,Cancelled,2001/04/18,2002/04/15,,,,4040 BOWNESS RD NW,4040 BOWNESS RD NW,1,51.064243112888335,-114.14598946384329,MULTIPOINT ((-114.145989463843 51.064243112888))
LU / OP / Closure (LOC),LOC2001-0054,Converted Job - Land Use Amendment,Approved,2001/04/20,2003/01/20,,,,6465 14 ST NW,6465 14 ST NW,1,51.107695953888616,-114.08457032775905,MULTIPOINT ((-114.084570327759 51.107695953889))
LU / OP / Closure (LOC),LOC2001-0061,Converted Job - Land Use Amendment,Approved,2001/05/09,2001/07/16,,,,4825 MOUNT ROYAL GA SW,4825 MOUNT ROYAL GA SW,1,51.01024102785864,-114.13282246495436,MULTIPOINT ((-114.132822464954 51.010241027859))
LU / OP / Closure (LOC),LOC2001-0073,Converted Job - Land Use Amendment,Approved,2001/06/07,2001/09/10,,,,7290 11 ST SE,7290 11 ST SE,1,50.98927822904292,-114.03927257366804,MULTIPOINT ((-114.039272573668 50.989278229043))
LU / OP / Closure (LOC),LOC2001-0075,Converted Job - Land Use Amendment,Cancelled,2001/06/07,2007/08/23,,,,1508 8 AV SE,1508 8 AV SE,1,51.03977398274901,-114.02744191820945,MULTIPOINT ((-114.027441918209 51.039773982749))
LU / OP / Closure (LOC),LOC2001-0077,Converted Job - Land Use Amendment,Approved,2001/06/14,2001/10/01,,,,5555 FALSBRIDGE DR NE,5555 FALSBRIDGE DR NE,1,51.097462266080086,-113.95502340913538,MULTIPOINT ((-113.955023409135 51.09746226608))
LU / OP / Closure (LOC),LOC2001-0079,Converted Job - Land Use Amendment,Cancelled,2001/06/25,2002/02/04,,,,1704 61 ST SE,1704 61 ST SE,1,51.038879592921525,-113.9425362705768,MULTIPOINT ((-113.942536270577 51.038879592922))
LU / OP / Closure (LOC),LOC2001-0080,Converted Job - Land Use Amendment,Approved,2001/06/26,2001/10/01,,,,3413 19 AV SE,3413 19 AV SE,1,51.03595686097196,-113.98494303791081,MULTIPOINT ((-113.984943037911 51.035956860972))
LU / OP / Closure (LOC),LOC2001-0084,Converted Job - Land Use Amendment,Approved,2001/07/06,2001/12/10,,,,1533 69 ST SW,1533 69 ST SW,1,51.0416977260889,-114.1878417237859,MULTIPOINT ((-114.187841723786 51.041697726089))
LU / OP / Closure (LOC),LOC2002-0003,Land Use Amendment,Approved,2002/01/14,2002/10/17,GIBBS GAGE ARCHITECTS,,,5607 4 ST NW,5607 4 ST NW,1,51.10154798771199,-114.07171591422477,MULTIPOINT ((-114.071715914225 51.101547987712))
LU / OP / Closure (LOC),LOC2001-0049,Converted Job - Land Use Amendment - Tabled Sine Die,Cancelled,2001/04/17,2017/06/12,,,,1450 20 AV NW,1450 20 AV NW,1,51.070630286790056,-114.09425035789229,MULTIPOINT ((-114.094250357892 51.07063028679))
LU / OP / Closure (LOC),LOC2008-0029,Land Use Amendment and Outline Plan,Approved,2008/04/14,2008/12/18,IBI GROUP,,,12413 37 ST NW,12413 37 ST NW;12500 37 ST NW,2,51.16483099165167,-114.14136341411647,"MULTIPOINT ((-114.141363414116 51.164830991652), (-114.141244414761 51.164924581791))"
LU / OP / Closure (LOC),LOC2002-0025,Land Use Amendment and Outline Plan,Cancelled,2002/03/19,2003/10/02,AANGSTROM STRATEGIC,,,9410 14 AV SW,9410 14 AV SW,1,51.04629773562635,-114.22260924581501,MULTIPOINT ((-114.222609245815 51.046297735626))
LU / OP / Closure (LOC),LOC2002-0058,Land Use Amendment,Approved,2002/05/10,2002/10/17,KELLAM BERG ENGINEERING & SURVEYS LTD,,,617 MEREDITH RD NE,617 MEREDITH RD NE,1,51.051799502933584,-114.05057680728846,MULTIPOINT ((-114.050576807288 51.051799502934))
LU / OP / Closure (LOC),LOC2002-0063,Land Use Amendment,Approved,2002/06/11,2002/10/17,DAVID WATKIN ARCHITECT,,,10715 ROCKY RIDGE BV NW,10715 ROCKY RIDGE BV NW,1,51.144147100259616,-114.24254815304873,MULTIPOINT ((-114.242548153049 51.14414710026))
LU / OP / Closure (LOC),LOC2008-0037,Land Use Amendment and Outline Plan,Approved,2008/05/22,2009/07/31,STANTEC CONSULTING LTD,,,14111 14 ST NW,13131R 14 ST NW;14111 14 ST NW;14111 14 ST NW;14110 PANORAMA RD NW;14111 14 ST NW;14111 14 ST NW,6,51.17529065833779,-114.09836067475987,"MULTIPOINT ((-114.09836067476 51.175290658338), (-114.095005901607 51.182415465363), (-114.094776945855 51.181071717237), (-114.117706672636 51.179940132224), (-114.09806776019 51.182407365577), (-114.094774124586 51.178482079547))"
LU / OP / Closure (LOC),LOC2002-0083,Land Use Amendment and Road Closure,Approved,2002/08/22,2003/02/06,DOUGLAS SURVEYS,,,5510 HUBALTA RD SE,5510 HUBALTA RD SE,1,51.036488301984775,-113.95351057766646,MULTIPOINT ((-113.953510577666 51.036488301985))
LU / OP / Closure (LOC),LOC2002-0086,Land Use Amendment,Under Review,2002/08/26,,T FENTON CONSULTING,,,9028 44 ST SE,9028 44 ST SE,1,50.972923522393074,-113.96979721441888,MULTIPOINT ((-113.969797214419 50.972923522393))
LU / OP / Closure (LOC),LOC2002-0092,Land Use Amendment,Approved,2002/09/10,2006/01/30,BROWN & ASSOCIATES PLANNING GROUP,,,3515 EDMONTON TR NE,3515 EDMONTON TR NE,1,51.0839349805465,-114.05250452710338,MULTIPOINT ((-114.052504527103 51.083934980547))
LU / OP / Closure (LOC),LOC2015-0037,Land Use Amendment,Approved,2015/03/19,2017/04/11,CYNC ARCHITECTURE,C-N2;R-C2,M-X2;M-X2,2104 54 AV SW,2104 54 AV SW;2116 54 AV SW,2,51.0051177927457,-114.10940115520253,"MULTIPOINT ((-114.109401155203 51.005117792746), (-114.110091918821 51.005124416688))"
LU / OP / Closure (LOC),LOC2002-0108,Land Use Amendment,Cancelled,2002/10/24,2017/06/12,URBAN SYSTEMS,,,9104 52 ST SE,9104 52 ST SE,1,50.97180460124332,-113.95808888875662,MULTIPOINT ((-113.958088888757 50.971804601243))
LU / OP / Closure (LOC),LOC2003-0004,Land Use Amendment  DC (for church) to R-2  WEST HILLHURST,Approved,2003/01/13,2003/05/22,GLOBAL SURVEYS,,,2108 2 AV NW,2108 2 AV NW,1,51.05450904163872,-114.10837850803573,MULTIPOINT ((-114.108378508036 51.054509041639))
LU / OP / Closure (LOC),LOC2003-0007,Land Use Amendment,Approved,2003/01/27,2008/01/28,BROWN & ASSOCIATES PLANNING GROUP,,,2020 100 AV NE,2020 100 AV NE,1,51.143537468167985,-114.01032892746967,MULTIPOINT ((-114.01032892747 51.143537468168))
LU / OP / Closure (LOC),LOC2003-0026,Land Use Amendment,Approved,2003/03/10,2003/05/15,BROWN & ASSOCIATES PLANNING GROUP,,,2223 146 AV SW,2223 146 AV SW,1,50.92123388109716,-114.11346875882208,MULTIPOINT ((-114.113468758822 50.921233881097))
LU / OP / Closure (LOC),LOC2003-0030,Land Use Amendment,Cancelled,2003/03/17,2003/06/11,Steven Ho Architect,,,539 24 AV NW,539 24 AV NW,1,51.07416640595279,-114.07374923531351,MULTIPOINT ((-114.073749235314 51.074166405953))
LU / OP / Closure (LOC),LOC2003-0031,Land Use Amendment and Outline Plan,Approved,2003/03/19,2006/02/03,NEW VIEW LAND CONSULTING,,,7410 68 ST NE,7410 68 ST NE,1,51.121626118464725,-113.93490171156867,MULTIPOINT ((-113.934901711569 51.121626118465))
LU / OP / Closure (LOC),LOC2008-0062,Land Use Amendment - to correct the land use maps in Bylaw 1P2007,Approved,2008/07/21,2008/12/18,THE CITY OF CALGARY.,,,5819 2 ST SW,1176 137 AV SE;5823 2 ST SW;2770 26 ST NE;1236 26 ST SW;2205 2 ST SW;6520 36 ST NE;2660 26 ST NE;5827 2 ST SW;12414 53 ST NW;16808R 72 ST SE;1200 37 ST SW;1222 34 AV SE;2420 37 AV NE;2481 39 AV NE;1208 26 ST SW;222 23 ST NE;1212 26 ST SW;1216 26 ST SW;1228 26 ST SW;1232 26 ST SW;4000 4 ST SE;9220R 68 ST SE;5819 2 ST SW;1221 CANYON MEADOWS DR SE;3033 26 ST NE;3412 BOW TR SW;100 ANDERSON RD SE;12050 MACLEOD TR SE;12121 LAKE FRASER DR SE;2750 SUNRIDGE BV NE;12085 LAKE FRASER DR SE;1222 26 ST SW;1224 26 ST SW;8097 MARQUIS OF LORNE TR SE;2825 SUNRIDGE WY NE;1218 26 ST SW;1220 26 ST SW;2622 39 AV NE;2799 SUNRIDGE WY NE;1120 68 AV NE;3111 26 ST NE;12025 LAKE FRASER DR SE;12101 LAKE FRASER DR SE;12414 53 ST NW;12025 SARCEE TR NW;1202 26 ST SW;16808 72 ST SE,47,50.92804058968402,-114.0270452966844,"MULTIPOINT ((-114.027045296684 50.928040589684), (-114.068784495516 51.001674205607), (-113.998039755963 51.078336682948), (-114.123460074044 51.041771950965), (-114.069027300155 51.033044859253), (-113.981447717227 51.111021400446), (-113.998039763499 51.077820603314), (-114.068775917171 51.00157689606), (-114.164236301256 51.164672736835), (-113.909403034163 50.900626560239), (-114.140903094123 51.041502569587), (-114.035309029143 51.023289885338), (-114.004117255012 51.086847304549), (-114.002921568525 51.088150662448), (-114.123462233129 51.042922275952), (-114.004006029652 51.054221545493), (-114.123461924679 51.042757943825), (-114.123461616232 51.042593611693), (-114.123460705169 51.042100615255), (-114.123460382475 51.04193628312), (-114.049861004624 51.020967577446), (-113.9268743383 50.972940093715), (-114.068782530251 51.001800063976), (-114.02990191262 50.931274094683), (-113.998392242585 51.079332034719), (-114.137185551899 51.041851578087), (-114.065401684249 50.950762187806), (-114.070246451711 50.946127615687), (-114.068580957113 50.944014642237), (-113.997442601344 51.077056810375), (-114.068699976682 50.945183977089), (-114.123460381266 51.042306022196), (-114.123460234201 51.042223865107), (-113.919696389033 50.905524242287), (-114.000090107755 51.071477352893), (-114.123460689657 51.042470336357), (-114.123460542686 51.042388215228), (-113.998808975343 51.088871367385), (-114.000097228963 51.071980775599), (-114.038041380471 51.115999257201), (-113.99839080831 51.079538123099), (-114.068669145623 50.945854326211), (-114.068705534816 50.945131733577), (-114.164252764474 51.164763184607), (-114.162957726586 51.160899530648), (-114.12346456493 51.043102104249), (-113.928989766762 50.898654377926))"
LU / OP / Closure (LOC),LOC2003-0065,Land Use Amendment,Approved,2003/05/23,2004/02/03,LANDSTAR DEVELOPMENT,,,760 73 ST SW,760 73 ST SW,1,51.063708864286994,-114.19349759552213,MULTIPOINT ((-114.193497595522 51.063708864287))
LU / OP / Closure (LOC),LOC2003-0078,Land Use Amendment,Approved,2003/06/05,2004/06/29,NORR ARCHITECT PLANNERS,,,4040 BOWNESS RD NW,4040 BOWNESS RD NW,1,51.064243112888335,-114.14598946384329,MULTIPOINT ((-114.145989463843 51.064243112888))
LU / OP / Closure (LOC),LOC2003-0081,Land Use Amendment,Approved,2003/06/10,2003/11/05,,,,119 PINETOWN PL NE,119 PINETOWN PL NE,1,51.07481435431456,-113.95422703310196,MULTIPOINT ((-113.954227033102 51.074814354315))
LU / OP / Closure (LOC),LOC2003-0085,Land Use Amendment,Approved,2003/07/02,2004/04/29,BROWN & ASSOCIATES PLANNING GROUP,,,1616 14 AV NW,1616 14 AV NW,1,51.06461396847613,-114.09695130301965,MULTIPOINT ((-114.09695130302 51.064613968476))
LU / OP / Closure (LOC),LOC2003-0136,Land Use Amendment,Cancelled,2003/12/04,2005/08/25,MANU CHUGH ARCHITECT,,,4306 RICHMOND RD SW,4306 RICHMOND RD SW,1,51.020297604878614,-114.14856739140632,MULTIPOINT ((-114.148567391406 51.020297604879))
LU / OP / Closure (LOC),LOC2003-0139,Land Use Amendment,Approved,2003/12/10,2004/10/06,BATTISTELLA DEVELOPMENTS,,,135 13 AV SW,135 13 AV SW,1,51.040426721919964,-114.06544170055285,MULTIPOINT ((-114.065441700553 51.04042672192))
LU / OP / Closure (LOC),LOC2003-0148,Land Use Amendment,Approved,2003/12/24,2004/08/25,,,,3397 84 ST NE,3397 84 ST NE,1,51.08393997101443,-113.9121042286535,MULTIPOINT ((-113.912104228653 51.083939971014))
LU / OP / Closure (LOC),LOC2004-0021,,Cancelled,2004/03/29,2004/04/05,,,,1201 GLENMORE TR SW,1201 GLENMORE TR SW,1,50.993812081354584,-114.08838894669908,MULTIPOINT ((-114.088388946699 50.993812081355))
LU / OP / Closure (LOC),LOC2004-0022,Land Use Amendment,Approved,2004/03/29,2005/01/27,COHOS EVAMY PARTNERS,,,1201 GLENMORE TR SW,1201 GLENMORE TR SW,1,50.993812081354584,-114.08838894669908,MULTIPOINT ((-114.088388946699 50.993812081355))
LU / OP / Closure (LOC),LOC2004-0034,Land Use Amendment,Approved,2004/05/20,2005/03/14,BELYEA CONSULTING LTD,,,260 MIDPARK WY SE,260 MIDPARK WY SE,1,50.911892246567874,-114.06452702893124,MULTIPOINT ((-114.064527028931 50.911892246568))
LU / OP / Closure (LOC),LOC2004-0045,Land Use Amendment,Approved,2004/06/30,2005/03/11,BROWN & ASSOCIATES PLANNING GROUP,,,637 GODDARD AV NE,637 GODDARD AV NE,1,51.09738088154621,-114.0507342809035,MULTIPOINT ((-114.050734280903 51.097380881546))
LU / OP / Closure (LOC),LOC2004-0063,Land Use Amendment and Outline Plan and Road Closure,Approved,2004/08/23,2005/06/28,URBAN SYSTEMS,,,2965 77 ST SW,2965 77 ST SW,1,51.02919139563696,-114.20367122928847,MULTIPOINT ((-114.203671229288 51.029191395637))
LU / OP / Closure (LOC),LOC2004-0067,Land Use Amendment,Cancelled,2004/08/27,2006/10/02,ROCKFORD DEVELOPMENTS,,,7424 SPRINGBANK BV SW,7424 SPRINGBANK BV SW,1,51.0180696791279,-114.18918046607561,MULTIPOINT ((-114.189180466076 51.018069679128))
LU / OP / Closure (LOC),LOC2005-0005,Land Use Amendment - to accommodate height restrictions and live-work units,Cancelled,2005/02/01,2008/11/18,BATTISTELLA DEVELOPMENTS,,,135 13 AV SW,135 13 AV SW,1,51.040426721919964,-114.06544170055285,MULTIPOINT ((-114.065441700553 51.04042672192))
LU / OP / Closure (LOC),LOC2004-0093,Land Use Amendment - to accommodate DC/C-3,Approved,2004/11/25,2005/06/28,BELYEA CONSULTING LTD,,,5404 DALTON DR NW,5404 DALTON DR NW,1,51.101534305486666,-114.14895884998298,MULTIPOINT ((-114.148958849983 51.101534305487))
LU / OP / Closure (LOC),LOC2004-0101,Land Use Amendment - to accommodate DC/RM-7,Approved,2004/12/16,2005/04/21,B K D I Architects,,,1110 11 ST SW,1110 11 ST SW,1,51.042420951224635,-114.0887356651911,MULTIPOINT ((-114.088735665191 51.042420951225))
LU / OP / Closure (LOC),LOC2004-0107,Land Use Amendment - to accommodate an office,Approved,2004/12/22,2005/04/25,RICK BALBI ARCHITECT LTD,,,1019 13 AV SW,1019 13 AV SW,1,51.040984106742386,-114.08524008944192,MULTIPOINT ((-114.085240089442 51.040984106742))
LU / OP / Closure (LOC),LOC2004-0113,Land Use Amendment and Outline Plan,Cancelled,2004/12/29,2007/07/31,BROWN & ASSOCIATES PLANNING GROUP,,,7220 OLD BANFF COACH RD SW,7220 OLD BANFF COACH RD SW,1,51.06894683327983,-114.18930995112443,MULTIPOINT ((-114.189309951124 51.06894683328))
LU / OP / Closure (LOC),LOC2005-0013,Land Use Amendment and Outline Plan and Road ClosureLand Use Amendment and Outline Plan and Road Closure,Cancelled,2005/03/03,2005/07/20,BROWN & ASSOCIATES PLANNING GROUP,,,20950 MACLEOD TR SE,20950 MACLEOD TR SE,1,50.86433215659187,-114.03489930622297,MULTIPOINT ((-114.034899306223 50.864332156592))
LU / OP / Closure (LOC),LOC2005-0015,"Land Use Amendment - to accommodate R-1A, R-2A & PE",Approved,2005/03/08,2007/04/26,STANTEC CONSULTING LTD,,,9010 68 ST NE,9010 68 ST NE,1,51.13366455213169,-113.93493890938525,MULTIPOINT ((-113.934938909385 51.133664552132))
LU / OP / Closure (LOC),LOC2008-0045,Land Use Amendment - to accommodate a hotel and convention centre,Approved,2008/06/02,2008/10/17,MANU CHUGH ARCHITECT,,,2021 100 AV NE,2021 100 AV NE,1,51.14320784178981,-114.01049092754543,MULTIPOINT ((-114.010490927545 51.14320784179))
LU / OP / Closure (LOC),LOC2005-0023,Land Use Amendment -to DC  to accomodate a single storey addition to a non-conforming building,Approved,2005/03/29,2005/07/20,TRYPTEK,,,3524 31 ST NW,3524 31 ST NW,1,51.08466571338593,-114.12922856014274,MULTIPOINT ((-114.129228560143 51.084665713386))
LU / OP / Closure (LOC),LOC2005-0031,Land Use Amendment - to accommodate Mixed Use Multi Family & Commercial Development,Approved,2005/04/12,2005/12/27,RESIANCE CORPORATION..,,,517 10 AV SW,517 10 AV SW,1,51.043481264439976,-114.07274100344597,MULTIPOINT ((-114.072741003446 51.04348126444))
LU / OP / Closure (LOC),LOC2005-0043,Land Use Amendment - to accommodate ...I-2 General Light Industrial,Cancelled,2005/05/18,2008/09/29,CDC PLANNING CORPORATION.,,,10221 15 ST NE,10221 15 ST NE,1,51.14425177552963,-114.0251280401564,MULTIPOINT ((-114.025128040156 51.14425177553))
LU / OP / Closure (LOC),LOC2005-0044,Land Use Amendment and Outline PlanOutline Plan,Approved,2005/05/18,2007/09/03,,,,750 5 ST SE,750 5 ST SE,1,51.04545920509556,-114.05050445964594,MULTIPOINT ((-114.050504459646 51.045459205096))
LU / OP / Closure (LOC),LOC2005-0047,Land Use Amendment - to accommodate the additional discretionary use of a meat processing facility (slaughterhouse),Cancelled,2005/06/01,2008/12/04,AECOM CANADA,,,2126 HURST RD SE,2126 HURST RD SE,1,51.033787417783124,-114.03838003719886,MULTIPOINT ((-114.038380037199 51.033787417783))
